Order_ID,Customer,Product,Category,Quantity,Unit_Price,Order_Date
1001.0,Customer_1,Headphones,Electronics,3.0,29875.0,2026-01-01
1002.0,Customer_2,Keyboard,Electronics,4.0,10162.0,2026-01-02
1003.0,Customer_3,Tablet,Accessories,1.0,17464.0,2026-01-03
1004.0,Customer_4,Keyboard,Electronics,4.0,48393.0,2026-01-04
1005.0,Customer_5,Keyboard,Electronics,3.0,8630.0,2026-01-05
1006.0,Customer_6,Phone,Electronics,1.0,20031.0,2026-01-06
1007.0,Customer_7,Tablet,Electronics,4.0,2179.0,2026-01-07
1008.0,Customer_8,Tablet,Accessories,4.0,4006.0,2026-01-08
1009.0,Customer_9,Tablet,Electronics,3.0,13784.0,2026-01-09
1010.0,Customer_10,Keyboard,Accessories,1.0,7753.0,2026-01-10
1011.0,Customer_11,Headphones,Electronics,3.0,19628.0,2026-01-10
1012.0,Customer_12,Tablet,Electronics,1.0,28432.0,2026-01-12
1013.0,Customer_13,Keyboard,Electronics,5.0,9935.0,2026-01-13
1014.0,Customer_14,Phone,Electronics,3.0,44578.0,2026-01-14
1015.0,Customer_15,Headphones,Electronics,2.0,24403.278911564626,2026-01-15
1016.0,Customer_16,Headphones,Accessories,2.0,30945.0,2026-01-16
1017.0,Customer_17,Headphones,Electronics,3.0,13745.0,2026-01-17
1018.0,Customer_18,Keyboard,Electronics,5.0,29624.0,2026-01-18
1019.0,Customer_19,Laptop,Accessories,1.0,30399.0,2026-01-19
1020.0,Customer_20,Headphones,Electronics,4.0,44419.0,2026-01-20
1021.0,Customer_21,Phone,Electronics,1.0,43725.0,2026-01-21
1022.0,Customer_22,Keyboard,Electronics,4.0,35747.0,2026-01-22
1023.0,Customer_23,Headphones,Accessories,1.0,29722.0,2026-01-23
1024.0,Customer_24,Laptop,Accessories,5.0,26711.0,2026-01-24
1025.0,Customer_25,Laptop,Accessories,4.0,37720.0,2026-01-25
1026.0,Customer_26,Tablet,Electronics,3.0,24403.278911564626,2026-01-26
1027.0,Customer_27,Tablet,Electronics,1.0,24403.278911564626,2026-01-27
1028.0,Customer_28,Phone,Accessories,1.0,23549.0,2026-01-28
1029.0,Customer_29,Headphones,Accessories,4.0,14569.0,2026-01-29
1030.0,Customer_30,Headphones,Accessories,3.0,33080.0,2026-01-29
1031.0,Customer_31,Tablet,Accessories,3.0,32343.0,2026-01-31
1032.0,Customer_32,Headphones,Electronics,5.0,3349.0,2026-02-01
1032.0,Customer_33,Headphones,Accessories,3.0,40658.0,2026-02-02
1034.0,Customer_34,Laptop,Electronics,3.0,23789.0,2026-02-03
1035.0,Customer_35,Tablet,Accessories,3.0,45190.0,2026-02-04
1036.0,Customer_36,Keyboard,Electronics,2.0,35757.0,2026-02-05
1037.0,Customer_37,Tablet,Accessories,5.0,10323.0,2026-02-06
1038.0,Customer_38,Keyboard,Accessories,1.0,42475.0,2026-02-07
1039.0,Customer_39,Laptop,Accessories,3.0,10040.0,2026-02-08
1040.0,Customer_40,Phone,Accessories,1.0,16864.0,2026-02-09
1041.0,Customer_41,Headphones,Electronics,5.0,5111.0,2026-02-10
1042.0,Customer_42,Laptop,Accessories,4.0,28163.0,2026-02-11
1043.0,Customer_43,Headphones,Electronics,5.0,39146.0,2026-02-12
1044.0,Customer_44,Phone,Electronics,3.0,31477.0,2026-02-13
1045.0,Customer_45,Phone,Electronics,3.0,24403.278911564626,2026-02-14
1046.0,Customer_46,Laptop,Electronics,3.0,49615.0,2026-02-15
1047.0,Customer_47,Phone,Accessories,1.0,25971.0,2026-02-16
1048.0,Customer_48,Keyboard,Electronics,1.0,23187.0,2026-02-17
1049.0,Customer_49,Phone,Electronics,4.0,1351.0,2026-02-18
1050.0,Customer_50,Headphones,Electronics,4.0,18571.0,2026-02-19
1051.0,Customer_51,Headphones,Accessories,5.0,7333.0,2026-02-20
1052.0,Customer_52,Headphones,Accessories,5.0,12438.0,2026-02-21
1053.0,Customer_1,Headphones,Accessories,3.0,35695.0,2026-02-22
1054.0,Customer_54,Keyboard,Accessories,4.0,26644.0,2026-02-23
1055.0,Customer_55,Tablet,Electronics,1.0,4500.0,2026-02-24
1056.0,Customer_56,Laptop,Electronics,5.0,5552.0,2026-02-25
1057.0,Customer_57,Headphones,Accessories,5.0,36006.0,2026-02-26
1058.0,Customer_58,Phone,Electronics,1.0,28574.0,2026-02-27
1059.0,Customer_59,Headphones,Electronics,5.0,38655.0,2026-02-27
1060.0,Customer_60,Phone,Electronics,3.0,41270.0,2026-03-01
1061.0,Customer_61,Phone,Accessories,4.0,32820.0,2026-03-02
1062.0,Customer_62,Headphones,Accessories,1.0,38804.0,2026-03-03
1063.0,Customer_63,Keyboard,Electronics,4.0,46747.0,2026-03-04
1064.0,Customer_64,Phone,Accessories,5.0,4413.0,2026-03-05
1065.0,Customer_65,Phone,Accessories,5.0,24403.278911564626,2026-03-06
1066.0,Customer_66,Headphones,Accessories,1.0,24607.0,2026-03-07
1067.0,Customer_67,Phone,Accessories,3.0,21264.0,2026-03-08
1068.0,Customer_68,Phone,Accessories,2.0,43904.0,2026-03-09
1069.0,Customer_69,Headphones,Electronics,1.0,20991.0,2026-03-10
